accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9624060150375939,0.9640861816667108,0.9645711541732238,0.964162788891802,0.9623537174044025,0.9624060150375939,0.9622076316834263
0.9699248120300752,0.9704541331865073,0.9702540804798355,0.9703129276404917,0.9699466411237012,0.9699248120300752,0.9698949925018108
0.9781954887218045,0.9781406562625049,0.9772997496396328,0.9776698374614888,0.9782010074706574,0.9781954887218045,0.9781489925706047
0.9744360902255639,0.974821248658278,0.974724336573888,0.9747347694808204,0.9744091155134558,0.9744360902255639,0.9743849472014825
0.9624060150375939,0.9641685155577135,0.9646757206208425,0.964225523142427,0.9626232076214467,0.9624060150375939,0.9623169438551749
0.9721804511278196,0.9725287284067099,0.9717537085958139,0.9719424758366835,0.9724031366746554,0.9721804511278196,0.972093046633553
0.9676691729323308,0.9677407721666089,0.9671951884365914,0.9673636332811972,0.9678262884859533,0.9676691729323308,0.9676439341722333
0.9706766917293234,0.9707631291781672,0.9704799156087478,0.9704980487336494,0.9707885191645609,0.9706766917293234,0.9706143928056289
0.9714285714285714,0.9716757912364761,0.9719968087126759,0.971819943354592,0.9713241564798828,0.9714285714285714,0.9713606188137663
0.975187969924812,0.9750484991723848,0.9750341698108802,0.9749483375361011,0.9753682360381821,0.975187969924812,0.9751838364714681
0.9601503759398496,0.9610628409627828,0.9609875280734231,0.9608885136751715,0.9602601132194647,0.9601503759398496,0.9600701497723517
0.9699248120300752,0.9698584844888346,0.9686541310478173,0.9689645097927997,0.9701869260425183,0.9699248120300752,0.969774415494525
0.969172932330827,0.9684834843066108,0.9684766764096597,0.9684187058524472,0.9691901552493012,0.969172932330827,0.9691200986780918
0.9714285714285714,0.9721777455409614,0.972721512365845,0.9723453554475914,0.971367431976177,0.9714285714285714,0.971290624875192
0.9616541353383459,0.9626923891165342,0.9618225704336816,0.9620927235840678,0.9617827211438051,0.9616541353383459,0.9615625079281294
0.9789473684210527,0.9784995670565524,0.978708954203691,0.9784550034602777,0.979195745243332,0.9789473684210527,0.9789254216365854
0.9789473684210527,0.9782315312736548,0.9784727272727274,0.9783274713140839,0.9789841137201725,0.9789473684210527,0.9789400261452295
0.9714285714285714,0.9720060518607399,0.9722382939250768,0.972031827046402,0.9715558777138049,0.9714285714285714,0.9714021162274112
0.9789473684210527,0.9788200236322782,0.9784173777535706,0.978583478136051,0.978963728925032,0.9789473684210527,0.9789220241513613
0.9804511278195489,0.9807777867589849,0.9815250219951939,0.9810911416122217,0.9805090251914602,0.9804511278195489,0.9804214025061899
0.969172932330827,0.9682332098284332,0.9686241300108849,0.9682730214271251,0.9692911008337894,0.969172932330827,0.9690759110213528
0.969172932330827,0.9703242330420403,0.9699993173404827,0.9701349367528842,0.9692354243058204,0.969172932330827,0.9691769337111844
0.975187969924812,0.9738003346441124,0.9750420121254886,0.974328557306241,0.9753788947562009,0.975187969924812,0.9751930097216112
